Student_ID,Age,Gender,Year_of_Study,Department,Residence_Type,Attendance_Percent,Study_Hours_Per_Day,Previous_GPA,Backlogs,Sleep_Hours,Screen_Time_Hours,Exercise_Freq_Per_Week,Social_Activity_Score,Part_Time_Job,Family_Income_Bracket,Financial_Stress_Score,Family_Support_Score,Stress_Level,Anxiety_Score,Motivation_Score,Peer_Pressure_Score,Counseling_Access,Burnout_Level,Dropout_Risk
STU00301,17,Female,2,Law,PG/Rented,57.1,2.3,4.09,1.0,6.4,4.9,1,7.4,No,Lower-Middle,5.9,4.5,5.5,3.0,5.5,2.1,No,High,Yes
STU00302,24,Male,1,Engineering,PG/Rented,62.8,2.9,4.05,1.0,3.9,5.7,2,4.2,Yes,Lower-Middle,6.7,6.3,5.7,7.7,5.4,6.4,No,High,Yes
STU00303,17,Female,2,Law,Day Scholar,86.9,3.1,5.38,3.0,6.9,6.5,2,4.5,No,Lower-Middle,6.7,3.1,6.6,2.4,6.2,6.0,Yes,High,Yes
STU00304,25,Other,4,Science,Hostel,62.7,4.9,5.88,2.0,4.8,8.7,1,3.9,No,Middle,2.1,8.1,7.1,6.8,6.9,3.4,No,High,No
STU00305,22,Female,3,Engineering,Hostel,63.3,2.0,9.84,1.0,5.0,5.5,0,3.5,No,,7.7,5.6,5.0,4.0,8.8,6.2,Yes,Low,Yes
STU00306,23,Male,1,Arts,Hostel,53.7,5.7,7.78,0.0,6.5,4.3,2,7.6,No,High,6.0,6.0,6.1,3.6,3.2,4.4,No,Low,Yes
STU00307,23,Male,4,Medicine,Hostel,97.0,1.9,7.9,0.0,6.4,7.0,3,3.2,Yes,Lower-Middle,6.3,6.7,5.4,3.9,,3.1,No,High,Yes
STU00308,19,Male,3,Arts,Hostel,84.5,1.2,5.91,1.0,5.6,6.4,3,5.4,No,High,2.9,2.2,2.4,2.5,5.9,6.4,No,Low,No
STU00309,18,Female,1,Medicine,PG/Rented,40.6,4.0,,1.0,5.4,5.1,1,5.0,Yes,Middle,6.7,,4.8,7.0,,4.7,Yes,High,Yes
STU00310,25,Male,1,Law,Day Scholar,63.3,5.2,10.0,0.0,5.8,,2,1.1,No,High,1.0,6.8,6.3,5.3,7.0,3.6,No,Low,No
STU00311,24,,1,Business,Hostel,85.9,3.5,5.1,0.0,5.0,4.7,3,5.5,Yes,Upper-Middle,3.0,6.1,4.7,,3.9,1.9,Yes,Medium,No
STU00312,23,Male,1,Business,Hostel,97.2,3.9,7.44,2.0,7.8,4.3,1,1.9,Yes,Middle,,10.0,4.7,7.6,2.2,2.1,No,Low,No
STU00313,25,Female,4,Law,Day Scholar,90.6,6.3,9.06,2.0,3.8,1.3,2,6.3,Yes,Lower-Middle,6.6,9.3,,6.2,8.1,6.2,No,Low,Yes
STU00314,20,Female,2,Science,Hostel,72.7,5.2,8.15,2.0,5.8,4.8,1,2.6,No,Lower-Middle,,6.8,5.8,1.8,6.6,5.4,No,Low,Yes
STU00315,20,Male,4,Engineering,PG/Rented,49.0,3.2,9.32,0.0,4.0,1.6,4,6.0,No,Lower-Middle,7.2,4.3,6.2,,4.7,2.2,Yes,Medium,Yes
STU00316,17,Male,2,Engineering,Day Scholar,91.1,2.5,7.1,2.0,7.6,4.1,2,4.1,No,High,7.3,5.4,2.3,6.9,1.0,2.1,Yes,Low,Yes
STU00317,24,Female,1,Arts,Day Scholar,73.5,5.0,,1.0,5.8,6.8,5,3.7,Yes,High,6.7,7.9,6.4,5.1,4.1,8.7,No,Medium,Yes
STU00318,19,Female,2,Law,,79.0,4.5,6.95,2.0,4.6,2.2,2,5.4,No,Upper-Middle,4.5,6.7,3.3,6.4,7.0,5.4,No,Low,No
STU00319,23,Female,1,Medicine,Hostel,75.3,3.9,,1.0,7.2,5.1,4,,No,Upper-Middle,3.0,9.3,5.5,4.8,6.4,6.9,No,Low,Yes
STU00320,18,Male,2,Science,Day Scholar,57.7,2.7,5.52,0.0,2.8,5.6,3,4.9,No,High,,6.7,3.4,4.1,2.6,7.5,Yes,Medium,Yes
STU00321,18,Female,4,Engineering,Day Scholar,83.5,3.1,7.91,2.0,6.6,5.0,0,6.6,Yes,Middle,8.2,6.8,7.4,6.4,6.8,2.6,Yes,Medium,No
STU00322,23,Female,2,Engineering,Day Scholar,81.4,3.0,7.21,1.0,7.9,4.4,3,7.1,No,Middle,2.1,10.0,9.2,1.2,5.3,8.0,No,Medium,Yes
STU00323,22,,3,Medicine,Hostel,71.6,2.7,6.89,0.0,6.5,6.2,1,4.1,No,Middle,6.1,4.1,5.2,4.3,,2.3,No,Medium,No
STU00324,19,Female,1,Engineering,Day Scholar,85.1,2.2,9.24,0.0,5.4,6.5,3,4.4,No,Middle,6.1,10.0,5.2,5.1,4.0,6.0,Yes,Low,No
STU00325,25,Male,1,Engineering,Day Scholar,57.4,3.6,6.43,0.0,4.3,5.5,2,2.0,Yes,Low,8.4,8.2,7.6,5.5,4.2,,No,High,Yes
STU00326,22,Male,1,Engineering,PG/Rented,74.0,2.2,8.49,1.0,7.8,4.6,1,3.5,Yes,Middle,6.1,10.0,6.6,2.2,5.7,5.9,No,Medium,No
STU00327,22,Female,3,Science,Hostel,78.4,3.5,8.63,1.0,7.6,7.4,0,1.9,Yes,Middle,4.0,5.0,5.4,2.2,4.6,4.1,No,Medium,Yes
STU00328,17,Female,1,Law,Hostel,52.0,0.0,8.0,2.0,5.2,2.6,1,5.9,No,Middle,4.1,10.0,,4.1,3.7,5.6,Yes,Medium,Yes
STU00329,20,Female,2,Engineering,Day Scholar,77.1,2.2,5.45,0.0,5.3,7.0,1,6.7,No,Upper-Middle,5.0,6.8,,4.9,,7.2,No,Medium,No
STU00330,22,Female,2,Business,Day Scholar,89.0,,7.3,0.0,8.0,6.4,4,4.1,No,Lower-Middle,7.6,6.1,4.2,8.4,8.5,6.7,No,Low,No
STU00331,22,Female,2,Arts,Day Scholar,73.5,1.8,9.54,0.0,7.0,5.9,1,2.9,No,Low,6.9,7.2,4.3,3.1,3.5,4.4,No,High,Yes
STU00332,21,Female,1,Law,Day Scholar,77.5,4.1,4.25,2.0,3.5,5.5,2,5.6,No,Upper-Middle,2.5,6.8,7.1,3.9,6.0,2.6,No,Low,No
STU00333,17,Male,1,Engineering,Day Scholar,,1.9,6.54,1.0,5.9,1.3,3,3.3,No,Middle,5.6,4.8,9.7,8.5,2.3,3.9,No,High,Yes
STU00334,24,Female,4,Business,PG/Rented,72.2,4.4,8.43,2.0,5.9,8.6,3,6.3,No,Lower-Middle,6.9,6.2,5.9,7.3,9.1,5.4,No,Low,No
STU00335,21,Male,3,Business,Day Scholar,73.5,2.7,6.64,1.0,6.6,7.3,1,8.9,No,Middle,,7.2,2.1,2.5,7.1,5.8,No,Medium,Yes
STU00336,21,Male,2,Medicine,PG/Rented,60.3,2.7,7.93,0.0,6.2,3.4,2,3.2,No,Middle,0.0,5.6,6.3,6.5,7.6,6.6,No,Medium,Yes
STU00337,23,Other,1,Business,Day Scholar,77.8,3.3,8.77,2.0,5.4,7.2,4,3.5,No,High,4.5,7.7,4.5,6.8,5.0,3.0,No,Low,No
STU00338,20,Male,4,Engineering,PG/Rented,73.0,1.1,7.12,1.0,6.5,5.9,5,2.1,No,Middle,1.6,5.8,6.5,5.4,8.0,2.6,No,Low,Yes
STU00339,22,Male,3,Arts,PG/Rented,85.5,,7.51,4.0,5.5,,1,5.3,No,Lower-Middle,1.2,7.5,2.8,2.4,8.0,2.5,Yes,Low,No
STU00340,20,Male,2,Science,Hostel,86.5,5.3,6.93,0.0,10.0,8.1,2,5.2,No,Middle,,7.2,2.5,3.7,5.2,,Yes,Low,No
STU00341,19,Female,4,Engineering,PG/Rented,89.9,2.6,7.22,1.0,6.4,4.6,3,4.5,Yes,Upper-Middle,10.0,7.5,4.9,3.6,3.1,,No,High,Yes
STU00342,23,Male,1,Medicine,Hostel,70.4,4.0,9.74,0.0,6.2,8.5,2,5.0,No,Middle,8.1,3.5,8.8,6.2,6.4,5.2,No,High,No
STU00343,24,Male,2,Engineering,PG/Rented,45.4,4.4,6.71,1.0,9.0,6.7,2,2.9,Yes,Upper-Middle,0.0,8.9,2.8,4.1,5.2,1.7,No,Low,No
STU00344,20,Male,3,Arts,Day Scholar,89.1,3.1,6.31,4.0,,7.6,3,1.7,Yes,Lower-Middle,4.6,4.6,4.9,4.4,9.4,2.6,Yes,Medium,Yes
STU00345,18,Male,1,Business,Hostel,84.5,1.4,8.26,2.0,6.0,6.8,2,3.5,No,Upper-Middle,3.6,6.1,2.6,3.7,5.6,3.1,No,Low,No
STU00346,19,Male,4,Science,Day Scholar,68.5,5.8,5.62,2.0,4.8,6.7,0,,No,Upper-Middle,1.6,5.1,6.1,1.6,5.7,8.0,Yes,Low,No
STU00347,17,Male,3,Business,PG/Rented,86.3,2.6,5.94,0.0,7.2,6.0,4,3.2,No,Upper-Middle,6.1,6.7,5.9,10.0,7.2,3.7,No,Low,Yes
STU00348,24,Female,2,Medicine,Hostel,56.3,2.2,5.95,1.0,5.5,3.9,1,5.6,No,Lower-Middle,4.6,6.3,2.7,5.9,5.5,1.5,Yes,Low,Yes
STU00349,19,Male,1,Science,Day Scholar,93.5,5.8,6.44,2.0,7.1,5.6,0,5.1,Yes,Upper-Middle,2.3,7.9,8.1,8.2,7.0,5.3,No,Medium,No
STU00350,23,Male,1,Arts,Day Scholar,73.0,4.2,,1.0,7.0,7.5,3,1.5,Yes,Middle,0.3,6.6,1.7,2.5,4.4,4.3,No,Low,No
STU00351,21,Male,2,Science,PG/Rented,65.6,3.6,7.78,1.0,7.4,7.1,3,7.1,No,Upper-Middle,3.6,5.6,8.7,8.3,3.2,2.2,No,High,Yes
STU00352,21,Male,3,Science,Day Scholar,68.7,1.6,6.32,1.0,7.0,6.6,2,4.6,No,Lower-Middle,5.0,2.5,8.2,4.1,3.6,3.6,Yes,High,Yes
STU00353,23,,1,Engineering,Hostel,74.5,4.5,7.84,0.0,5.9,0.9,3,2.4,Yes,Low,4.7,8.4,6.1,6.2,4.8,3.8,Yes,Medium,Yes
STU00354,25,Female,2,Business,Hostel,77.8,7.8,8.01,0.0,4.1,5.0,1,4.3,No,Lower-Middle,7.4,7.6,7.3,7.2,5.7,4.3,No,Medium,No
STU00355,21,Male,3,Law,Day Scholar,78.7,4.6,5.89,0.0,7.7,4.8,1,3.8,No,Middle,5.8,8.5,5.1,8.3,6.5,6.4,No,Low,No
STU00356,17,Male,1,Engineering,Day Scholar,71.6,4.0,7.98,1.0,8.3,3.1,2,3.3,No,Middle,4.2,6.1,2.4,4.9,6.5,5.6,Yes,Low,No
STU00357,17,Male,3,Science,PG/Rented,81.0,4.4,8.11,2.0,,7.5,3,6.6,No,Middle,,7.3,6.0,2.8,5.5,4.8,No,Low,No
STU00358,18,Female,1,Law,Hostel,78.1,2.7,4.33,2.0,7.3,1.0,4,2.8,No,Middle,0.9,5.1,2.4,5.0,3.3,6.5,No,Low,Yes
STU00359,22,Female,4,Engineering,,68.3,2.7,7.21,0.0,4.4,,2,5.4,No,Upper-Middle,2.5,4.9,5.5,6.3,7.0,3.7,No,Medium,Yes
STU00360,25,Female,2,Science,Hostel,66.0,2.6,6.09,3.0,6.5,8.4,4,2.3,No,Lower-Middle,8.1,5.9,3.0,,2.3,3.0,Yes,High,Yes
STU00361,24,Male,1,Business,Hostel,,2.3,8.62,0.0,6.8,5.0,1,4.9,Yes,Lower-Middle,7.0,8.5,,4.1,3.0,5.1,Yes,Medium,Yes
STU00362,21,Female,2,Arts,Day Scholar,,2.6,6.08,0.0,5.6,5.3,0,5.5,No,Upper-Middle,5.7,5.9,6.3,1.6,5.6,5.0,No,Low,Yes
STU00363,17,Male,2,Engineering,Day Scholar,78.9,2.6,4.92,2.0,6.3,7.6,3,5.5,No,Middle,3.9,6.4,6.9,2.8,7.2,1.5,No,High,Yes
STU00364,23,Male,3,Engineering,Day Scholar,91.9,2.8,6.76,1.0,,3.8,6,5.2,Yes,Middle,7.9,7.0,6.2,6.0,,7.5,No,Medium,Yes
STU00365,21,Male,3,,PG/Rented,48.6,2.8,5.54,1.0,6.0,7.0,3,4.5,Yes,Middle,2.7,6.6,9.3,6.9,5.3,2.5,No,High,Yes
STU00366,22,Male,3,,Day Scholar,69.5,3.6,7.99,2.0,5.2,3.5,3,,No,Middle,2.7,8.7,7.5,7.4,6.4,5.6,Yes,Low,Yes
STU00367,23,Female,1,Science,PG/Rented,60.7,3.3,5.67,1.0,4.4,2.8,3,2.9,No,Lower-Middle,4.8,4.9,8.9,10.0,3.3,5.6,Yes,High,Yes
STU00368,19,Female,1,Arts,PG/Rented,100.0,3.5,6.78,0.0,5.6,,4,5.6,No,Middle,0.0,6.7,3.7,8.3,4.3,0.0,Yes,Low,Yes
STU00369,19,Male,1,Engineering,Day Scholar,88.7,5.6,8.96,1.0,4.4,5.4,2,2.5,Yes,High,2.6,7.5,4.4,4.7,,5.0,No,Low,No
STU00370,21,Female,3,Science,PG/Rented,76.8,3.3,8.34,3.0,5.6,1.7,1,2.0,No,Middle,4.5,,0.7,2.9,3.5,7.8,No,Low,No
STU00371,22,Other,4,Engineering,Day Scholar,89.8,6.7,7.47,0.0,5.5,8.6,5,7.9,No,Low,3.9,7.1,4.7,4.4,4.7,3.1,Yes,Low,No
STU00372,25,Female,2,Medicine,Hostel,,3.8,6.62,1.0,7.4,4.6,3,4.5,Yes,Upper-Middle,2.7,9.5,5.4,3.8,5.1,0.7,Yes,Low,No
STU00373,21,Female,1,Medicine,Day Scholar,94.6,2.5,7.34,2.0,6.3,6.6,3,6.3,No,Lower-Middle,9.7,5.7,6.4,5.4,4.5,4.3,No,Medium,No
STU00374,17,Female,2,Science,Hostel,91.8,5.4,7.76,1.0,10.0,9.0,0,6.7,Yes,Lower-Middle,,4.1,4.4,7.0,5.0,5.4,No,Medium,Yes
STU00375,20,Other,4,Law,Day Scholar,74.1,3.1,5.42,0.0,3.2,,0,5.1,Yes,Upper-Middle,8.9,7.5,7.0,6.1,0.0,4.3,No,High,Yes
STU00376,21,Female,3,Engineering,Day Scholar,,0.0,7.99,4.0,6.7,8.3,2,4.2,,Lower-Middle,4.8,6.9,6.8,8.5,6.3,2.6,No,High,Yes
STU00377,21,Male,4,Science,Hostel,63.6,,5.26,0.0,5.5,3.6,2,4.3,No,High,3.9,9.8,4.6,5.9,4.6,2.4,No,Low,Yes
STU00378,23,Male,1,Business,Hostel,85.5,2.8,7.6,0.0,4.8,8.6,2,8.2,Yes,Middle,8.7,7.5,,,4.6,1.3,Yes,Low,Yes
STU00379,20,Female,1,Medicine,PG/Rented,75.6,5.8,5.25,1.0,6.2,3.7,0,3.9,No,Upper-Middle,5.2,4.4,5.6,3.7,2.6,0.8,Yes,Low,No
STU00380,17,Male,4,Engineering,Day Scholar,71.7,1.8,9.55,,6.0,4.2,0,5.4,Yes,Middle,2.6,4.3,5.7,5.9,8.8,3.8,Yes,Medium,Yes
STU00381,21,Female,3,,Hostel,,2.7,7.87,1.0,,2.3,2,6.4,Yes,Lower-Middle,2.7,8.4,4.3,5.5,8.9,5.3,Yes,Low,No
STU00382,23,Male,2,,Day Scholar,99.8,5.2,4.62,0.0,6.3,6.1,0,5.5,No,Middle,4.3,7.3,5.0,7.9,2.0,4.8,No,Medium,No
STU00383,22,Male,3,Engineering,Day Scholar,92.3,3.8,6.8,0.0,5.2,6.9,0,7.2,No,High,4.9,6.4,2.7,5.0,5.0,5.0,No,Low,No
STU00384,21,Male,4,Business,Day Scholar,100.0,2.9,6.07,1.0,6.7,7.2,5,4.2,Yes,Upper-Middle,5.2,6.9,6.9,,7.4,5.8,Yes,Low,Yes
STU00385,20,Male,3,Science,PG/Rented,85.9,2.0,5.9,1.0,5.9,2.4,1,6.3,No,Middle,4.6,7.5,6.9,1.5,4.7,7.1,No,Medium,Yes
STU00386,18,Female,3,Business,Day Scholar,78.9,3.8,7.01,0.0,4.5,6.3,2,1.4,Yes,High,10.0,7.3,5.6,3.2,4.2,4.6,Yes,Medium,No
STU00387,20,Female,2,Engineering,Hostel,77.6,3.2,5.5,2.0,5.8,6.4,1,7.7,No,Lower-Middle,1.9,3.2,,5.7,4.1,5.2,No,Medium,No
STU00388,19,Female,2,Engineering,PG/Rented,62.7,2.0,7.87,1.0,6.5,6.9,0,7.2,,Low,6.5,9.2,5.8,5.5,6.2,5.2,No,Medium,Yes
STU00389,17,Female,2,Engineering,PG/Rented,59.1,2.1,,1.0,6.3,3.8,0,4.4,No,Low,3.9,9.3,8.7,6.3,10.0,4.8,No,High,Yes
STU00390,24,Male,4,Medicine,Hostel,85.6,1.9,7.29,,6.7,0.5,0,,Yes,Upper-Middle,4.9,10.0,2.9,6.0,7.2,4.5,Yes,Low,No
STU00391,21,Female,4,Arts,Hostel,64.0,1.6,6.77,0.0,5.4,7.1,0,6.8,No,Upper-Middle,7.2,10.0,5.9,4.8,3.2,4.7,No,Medium,Yes
STU00392,20,Female,4,Engineering,Hostel,81.2,4.7,7.72,1.0,6.7,5.2,2,2.9,No,Middle,0.9,9.6,7.3,2.8,4.2,7.6,No,Low,No
STU00393,24,Female,1,Business,Day Scholar,94.7,4.5,7.91,1.0,6.4,6.1,4,4.7,No,High,2.8,5.9,8.5,5.0,4.9,7.4,No,Low,No
STU00394,23,Male,3,Business,Day Scholar,68.0,4.7,7.44,0.0,6.4,5.3,0,2.4,No,Middle,4.7,7.2,7.1,4.9,3.7,1.1,Yes,Medium,Yes
STU00395,18,Female,3,Engineering,Day Scholar,100.0,3.2,4.96,1.0,6.2,6.0,1,7.3,No,Lower-Middle,8.4,9.1,3.4,8.0,3.3,4.9,No,High,Yes
STU00396,17,Female,3,Business,PG/Rented,63.1,2.8,5.7,0.0,9.5,7.1,3,6.6,No,Lower-Middle,8.4,2.5,2.2,7.9,7.1,4.5,No,Medium,Yes
STU00397,20,Other,3,Business,PG/Rented,92.9,2.8,6.42,0.0,7.9,1.4,1,4.4,No,High,7.9,6.0,5.2,3.9,4.4,7.0,No,Low,No
STU00398,24,Female,4,Business,Hostel,84.4,4.8,4.73,0.0,6.6,8.0,2,4.2,No,Low,0.0,2.7,6.2,3.6,6.3,4.4,No,Medium,Yes
STU00399,18,Male,2,Science,Hostel,95.9,0.3,7.11,0.0,5.0,5.1,1,4.7,No,Middle,,7.1,,2.0,9.2,5.0,No,Low,No
STU00400,19,Female,2,Engineering,,61.3,2.4,8.78,1.0,5.8,9.1,4,3.2,No,Lower-Middle,,9.3,3.3,4.6,4.4,3.2,No,Low,No
STU00401,17,Female,1,Arts,Hostel,100.0,1.8,8.55,0.0,8.6,4.5,3,4.7,No,Lower-Middle,4.9,6.5,6.7,4.0,6.1,6.1,No,Low,No
STU00402,17,Male,2,Arts,Day Scholar,75.3,5.4,7.84,1.0,5.4,4.0,1,2.9,No,Middle,0.7,5.2,0.1,10.0,3.4,2.0,Yes,Low,No
STU00403,19,Female,3,Arts,PG/Rented,88.1,2.4,7.82,1.0,6.0,5.2,2,6.8,No,Lower-Middle,7.5,7.1,4.0,2.5,6.4,3.9,No,Low,Yes
STU00404,21,Female,3,Science,Hostel,99.7,0.6,9.9,0.0,5.9,6.6,1,7.3,No,High,0.4,,7.2,5.1,8.2,2.4,No,Low,No
STU00405,19,Male,1,Arts,Day Scholar,68.9,3.6,,0.0,6.8,4.9,4,6.9,No,Middle,7.4,,3.1,3.6,8.1,3.9,Yes,Low,No
STU00406,17,Male,1,Medicine,PG/Rented,90.4,2.6,8.1,0.0,5.5,6.8,0,2.6,No,Middle,7.0,3.8,3.3,5.1,5.6,3.4,Yes,Medium,No
STU00407,17,Male,3,Science,Day Scholar,66.4,2.3,4.79,2.0,6.5,4.6,5,,,Upper-Middle,2.5,7.0,4.4,4.3,4.4,6.2,No,Medium,Yes
STU00408,24,Male,1,Arts,Hostel,99.0,2.1,8.67,0.0,5.6,5.6,2,6.2,No,Middle,7.9,6.9,5.9,6.8,6.0,4.1,No,Low,No
STU00409,18,Male,1,Science,Day Scholar,66.6,2.1,7.36,1.0,8.2,10.4,3,6.5,No,High,4.2,8.6,3.3,6.0,5.6,7.5,Yes,Low,Yes
STU00410,19,Female,1,Arts,Hostel,78.6,4.3,6.69,1.0,5.2,6.3,3,1.3,No,Lower-Middle,3.6,6.3,5.4,6.7,6.5,4.0,No,Low,Yes
STU00411,18,Male,1,Business,PG/Rented,82.6,3.6,6.34,1.0,7.7,6.5,1,6.5,Yes,Low,4.0,10.0,4.6,3.3,4.2,2.3,Yes,Low,Yes
STU00412,19,Male,1,Engineering,Hostel,89.8,2.9,6.03,0.0,5.3,2.3,2,2.5,No,Low,4.2,6.7,7.8,,4.7,4.0,No,Medium,Yes
STU00413,23,Female,2,Engineering,Day Scholar,100.0,1.4,8.56,2.0,4.9,8.5,0,4.7,No,Upper-Middle,4.4,5.4,4.5,3.9,5.0,5.5,No,Low,No
STU00414,17,,2,Medicine,Day Scholar,71.2,2.9,6.76,1.0,5.1,7.8,1,7.5,No,High,4.5,4.3,,1.9,,7.9,No,Low,No
STU00415,24,Male,4,Science,PG/Rented,95.1,3.6,6.08,0.0,3.6,3.9,0,7.2,Yes,Lower-Middle,3.0,5.4,5.8,4.6,7.2,3.2,No,Medium,Yes
STU00416,18,Male,2,Law,Hostel,100.0,3.7,5.72,1.0,6.9,7.8,4,7.7,No,Middle,3.5,4.7,4.7,5.2,4.6,7.8,Yes,Low,Yes
STU00417,19,Male,3,Arts,Hostel,80.5,3.5,7.04,2.0,4.5,6.2,4,2.9,No,Low,3.7,6.2,7.0,2.3,3.1,4.1,No,Medium,Yes
STU00418,25,Female,1,Business,Hostel,69.7,1.7,,0.0,5.7,5.6,3,3.4,Yes,Lower-Middle,8.8,10.0,7.5,6.9,6.3,,No,High,Yes
STU00419,23,Male,1,Engineering,Hostel,52.0,0.0,5.98,0.0,7.3,8.3,1,3.9,Yes,Middle,3.7,3.3,4.5,3.2,7.0,,Yes,High,Yes
STU00420,20,Female,3,Science,Hostel,100.0,6.1,4.86,0.0,7.3,4.4,4,4.7,No,Low,3.5,3.4,6.1,3.1,5.2,7.3,No,Low,No
STU00421,21,Other,1,Arts,Day Scholar,74.3,1.1,8.14,1.0,4.1,3.9,1,5.4,No,Middle,,6.0,3.6,5.0,4.0,5.6,No,High,Yes
STU00422,18,Male,2,Law,Hostel,63.0,0.1,6.61,0.0,6.7,6.0,5,7.6,Yes,Middle,4.3,3.5,6.6,6.9,4.5,1.7,No,High,No
STU00423,24,Female,3,Engineering,Hostel,57.6,3.4,5.28,2.0,7.9,6.7,0,3.1,No,Upper-Middle,3.0,4.3,6.0,2.3,8.9,,Yes,Low,Yes
STU00424,20,Other,3,Arts,PG/Rented,,0.5,6.42,1.0,5.2,7.6,3,3.7,,Middle,2.5,7.2,4.8,7.1,6.0,8.8,No,Medium,Yes
STU00425,25,Male,1,Science,Hostel,91.8,1.9,7.57,2.0,7.0,5.2,0,7.8,No,Middle,1.7,6.4,6.2,0.2,7.6,0.0,No,Low,No
STU00426,21,Female,2,Arts,Hostel,93.9,4.1,6.84,0.0,4.5,3.6,4,2.7,No,Middle,6.2,7.5,6.7,5.7,3.8,5.2,Yes,Low,No
STU00427,25,Female,3,Arts,Hostel,87.8,6.0,,0.0,6.8,11.1,1,6.5,No,Low,0.8,7.8,8.0,2.5,8.0,3.9,Yes,Low,No
STU00428,20,Female,1,Science,PG/Rented,80.0,3.8,6.86,4.0,6.4,3.1,2,4.8,No,Upper-Middle,8.1,9.5,6.3,3.2,7.4,2.6,Yes,Low,No
STU00429,21,Female,3,Engineering,Hostel,59.3,,5.01,2.0,7.2,5.6,2,5.8,No,Lower-Middle,4.8,7.3,7.3,8.8,5.3,6.6,No,High,Yes
STU00430,25,,3,Science,PG/Rented,67.1,3.1,8.13,0.0,7.1,7.2,2,3.4,No,Low,4.0,9.2,9.3,2.8,,1.0,No,Medium,Yes
STU00431,24,Female,4,Arts,PG/Rented,61.4,0.3,4.41,1.0,4.2,8.0,1,6.4,No,Middle,4.5,6.7,3.4,4.9,8.2,3.8,No,Medium,Yes
STU00432,19,Female,1,Medicine,Hostel,86.6,2.5,7.45,0.0,6.4,4.3,2,3.7,Yes,Upper-Middle,6.1,7.4,7.8,2.7,3.2,,Yes,Medium,Yes
STU00433,17,Female,4,Medicine,PG/Rented,62.1,2.5,7.66,1.0,8.4,1.4,3,,No,Lower-Middle,3.9,7.3,3.7,,4.4,6.3,No,Low,Yes
STU00434,19,Female,2,Business,Hostel,,3.4,6.49,2.0,2.9,4.2,1,6.0,Yes,Low,4.6,7.1,4.1,5.9,6.6,5.7,No,High,Yes
STU00435,20,Female,2,Engineering,Hostel,75.2,6.3,7.29,0.0,7.7,7.4,2,0.0,Yes,Low,,7.0,5.5,6.2,5.5,4.8,Yes,Medium,No
STU00436,18,Male,1,Law,PG/Rented,53.0,0.1,6.41,2.0,8.6,6.9,4,3.9,No,Lower-Middle,5.8,10.0,4.2,7.5,6.4,4.3,No,High,Yes
STU00437,17,Male,3,Arts,Day Scholar,78.7,2.5,7.31,1.0,4.0,7.0,2,5.6,No,Middle,2.1,8.0,3.9,4.3,6.9,3.6,Yes,Low,No
STU00438,23,Male,1,Medicine,Day Scholar,,0.3,8.19,0.0,5.2,7.1,1,6.5,No,,3.4,5.5,5.4,7.4,6.5,2.6,No,Medium,No
STU00439,24,Male,2,Engineering,Hostel,95.8,2.4,5.69,0.0,7.0,8.4,0,7.5,Yes,Upper-Middle,0.9,10.0,4.8,8.3,5.0,6.1,No,Low,No
STU00440,23,Male,1,Arts,Day Scholar,65.7,1.8,7.74,1.0,4.9,3.8,2,8.6,Yes,Upper-Middle,6.4,5.7,4.2,5.6,5.1,,No,High,Yes
STU00441,21,Female,4,Science,PG/Rented,58.5,,9.17,1.0,8.2,2.9,2,7.9,No,Middle,6.7,6.5,3.6,2.6,8.8,6.2,No,Low,No
STU00442,17,Male,3,Law,Hostel,72.4,4.7,7.17,0.0,7.8,6.3,2,5.4,No,Middle,,4.7,8.4,2.3,5.7,2.9,No,Low,No
STU00443,23,Female,3,Business,Hostel,61.5,3.6,6.1,3.0,4.1,3.2,2,7.3,No,Lower-Middle,10.0,8.1,3.1,6.0,8.3,2.9,Yes,Low,Yes
STU00444,23,Male,1,Science,Hostel,78.6,4.5,9.97,0.0,5.1,2.7,0,5.4,Yes,Lower-Middle,10.0,10.0,5.2,2.6,8.5,5.5,No,Medium,No
STU00445,25,Female,1,Arts,Hostel,50.1,2.3,6.92,2.0,7.4,8.2,3,6.4,No,Middle,5.1,3.2,,2.0,3.9,0.0,No,High,Yes
STU00446,19,Other,3,Engineering,PG/Rented,68.9,,7.12,0.0,7.3,6.1,1,3.8,No,Low,3.2,5.9,7.1,6.9,7.0,0.0,No,Medium,No
STU00447,25,Male,2,Science,,64.1,5.8,7.15,1.0,9.5,5.6,3,5.9,No,Middle,5.6,9.0,6.0,4.0,3.2,6.5,Yes,Medium,Yes
STU00448,17,Female,1,Science,PG/Rented,86.5,3.2,7.43,1.0,4.9,5.6,5,4.1,No,Lower-Middle,,,4.3,10.0,8.9,3.1,Yes,Low,No
STU00449,17,Male,3,Law,Hostel,65.8,4.5,6.33,0.0,8.4,5.3,4,4.7,No,Lower-Middle,7.2,,,3.6,5.9,4.9,No,Low,Yes
STU00450,20,Female,4,Business,Day Scholar,52.0,2.2,7.07,1.0,4.8,8.2,2,5.9,No,Lower-Middle,5.4,3.6,3.3,3.9,5.8,5.3,Yes,Medium,Yes
STU00451,25,Male,3,Engineering,Hostel,,4.3,8.13,1.0,7.0,2.2,2,9.2,No,Lower-Middle,,7.4,,5.8,3.7,6.6,Yes,Low,No
